[2024-09-23 14:45:15] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-09-23 14:45:15] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-09-23 14:45:15] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-09-23 14:45:18] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-09-23 14:45:18] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-09-23 14:45:18] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-09-23 14:45:20] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715\
[2024-09-23 14:45:20] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/portfolio/
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0ed2162-AhxEhS.tmp
[2024-09-23 14:45:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt?simply_static_page=2073
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt?simply_static_page=2073
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0ed2162-AhxEhS.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:34] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-09-23 14:45:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 597
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0eda740-zdGbq9.tmp
[2024-09-23 14:45:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=2074
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=2074
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:103] Filesize: 600771 bytes
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0eda740-zdGbq9.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:34] [class-ss-page.php:119] Checking Content Identical:3cc2b815d2a8c1252cd0b7d5e3acede20a0c5487===. Value: FALSE
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-09-23 14:45:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 597
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0ee64e2-4ajRO2.tmp
[2024-09-23 14:45:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=2075
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=2075
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:103] Filesize: 242193 bytes
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0ee64e2-4ajRO2.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:34] [class-ss-page.php:119] Checking Content Identical:f7819b3f24fbfa02e1d1f28ff026d607a9c72e8e===. Value: FALSE
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-09-23 14:45:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 597
[2024-09-23 14:45:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0ef04c6-voNGMt.tmp
[2024-09-23 14:45:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=2076
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=2076
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-09-23 14:45:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0ef04c6-voNGMt.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:a8cd41f35d9642d28759efe1289925bbcd65eab1===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f04b6e-ss8q0E.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=2077
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=2077
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 2103473 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f04b6e-ss8q0E.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:a7ec539dc49f268335912c0b3a7c7c06dc1b2d7b===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f18a13-vgmVm7.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=2078
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=2078
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 631139 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f18a13-vgmVm7.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:3e113525e11bb7c8699405893dd64c445d704e5d===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f23eaa-SfTYIb.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=2079
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=2079
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f23eaa-SfTYIb.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f2c16d-INOGFd.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=2080
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=2080
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 2154921 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f2c16d-INOGFd.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:5d77be9067b3ff78dd7e65a0f15b1fd536c3f58c===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.min.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f3f2d4-jWZsOG.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=2081
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=2081
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 652225 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f3f2d4-jWZsOG.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai.min.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:b057ce4cecbf9e0b48f3a904eaf9ad73f83aa861===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f4b10b-ZxAinB.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=2082
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=2082
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f4b10b-ZxAinB.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f53ec3-zphQrL.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js?simply_static_page=2083
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js?simply_static_page=2083
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 1140 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f53ec3-zphQrL.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:a2f66d661add241bc860f72f35822a509d386334===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f5c78f-ilamHk.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js?simply_static_page=2084
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js?simply_static_page=2084
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 624 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f5c78f-ilamHk.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:d4cd9f2eb5118dcc14f07e65649a0ad244c336b9===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f65430-uvO4Mb.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=2085
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=2085
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 103923 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f65430-uvO4Mb.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:35] [class-ss-page.php:119] Checking Content Identical:abe1ff5bcc916f6600528bcdc6e45f38f2637be5===. Value: FALSE
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-09-23 14:45:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 597
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0f6e5f6-4zLKqZ.tmp
[2024-09-23 14:45:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=2086
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=2086
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:103] Filesize: 28437 bytes
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-09-23 14:45:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0f6e5f6-4zLKqZ.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
